Year,Round,Region,Game,AFSeed,AFTeam,AFScore,AUSeed,AUTeam,AUScore,Fti,Uti,Conf_x_x,AdjEM_x,AdjO_x,AdjD_x,AdjT_x,SOSEM_x,SOSO_x,SOSD_x,BPI(O)_x,BPI(D)_x,Conf_y_x,W_x,L_x,Pts_x,Opp_x,MOV_x,SOS_x,OSRS_x,DSRS_x,SRS_x,PASE_x,Conf_x_y,AdjEM_y,AdjO_y,AdjD_y,AdjT_y,SOSEM_y,SOSO_y,SOSD_y,BPI(O)_y,BPI(D)_y,Conf_y_y,W_y,L_y,Pts_y,Opp_y,MOV_y,SOS_y,OSRS_y,DSRS_y,SRS_y,PASE_y
2016,1,NE,18,8,USC,69,9,Providence,70,35.0,36.0,P12,14.25,113.9,99.7,71.0,7.61,108.7,101.1,7.7,-0.4,Pac-12,21.0,13.0,80.5,74.6,5.88,7.64,11.43,2.1,13.52,-0.0934065934065934,BE,14.49,110.0,95.5,68.4,8.93,109.5,100.6,3.8,3.6,Big East,24.0,11.0,73.6,70.1,3.49,8.46,5.04,6.9,11.94,-0.0093688362919131
2016,1,NE,19,5,Indiana,99,12,Chattanooga,74,37.0,38.0,B10,23.05,121.7,98.7,68.2,6.4,108.8,102.4,11.5,4.3,Big Ten,27.0,8.0,82.6,69.9,12.69,6.9,13.68,5.91,19.59,-0.0804843304843304,SC,6.5,107.5,101.0,66.3,-3.18,104.4,107.6,0.6,3.6,Southern,29.0,6.0,75.8,67.5,8.23,-3.46,-0.54,3.78,3.24,0.0156695156695157
2016,1,NE,20,4,Kentucky,85,13,Stony Brook,57,39.0,40.0,SEC,25.14,121.8,96.6,67.4,8.37,108.6,100.3,9.8,6.4,SEC,27.0,9.0,79.5,68.1,11.39,8.84,11.92,8.31,20.23,0.4374514374514373,AE,8.13,107.3,99.1,67.2,-5.6,103.3,108.9,1.5,6.6,Am. East,26.0,7.0,76.2,64.1,12.12,-5.28,-1.06,4.81,3.75,-0.2435897435897435
2016,1,NE,21,6,Notre Dame,70,11,Michigan,63,41.0,42.0,ACC,16.6,120.6,104.0,64.6,10.75,111.3,100.5,6.6,4.4,ACC,24.0,12.0,75.1,70.6,4.53,9.57,7.63,6.47,14.1,-0.066464237516869,B10,14.15,114.6,100.5,65.8,8.96,110.1,101.1,4.1,6.3,Big Ten,23.0,13.0,73.8,67.4,6.39,7.92,5.59,8.15,13.75,0.5752508361204015
2016,1,NE,22,3,West Virginia,56,14,Stephen F. Austin,70,43.0,44.0,B12,24.45,115.3,90.9,69.5,11.24,110.9,99.6,8.9,7.7,Big 12,26.0,9.0,78.5,66.7,11.83,9.78,10.88,10.73,21.61,0.1542022792022792,Slnd,15.62,112.2,96.6,67.3,-5.88,102.7,108.6,3.1,6.5,Southland,28.0,6.0,80.2,63.3,16.91,-5.47,2.91,6.32,9.23,0.1102564102564103
2016,1,NE,23,7,Wisconsin,47,10,Pittsburgh,43,45.0,46.0,B10,16.55,110.1,93.6,63.3,9.57,110.3,100.7,-0.6,10.3,Big Ten,22.0,13.0,67.8,63.8,4.0,9.4,-0.13,13.53,13.4,0.1951282051282051,ACC,16.6,114.9,98.3,65.3,9.06,110.8,101.7,5.2,7.1,ACC,21.0,12.0,75.0,67.3,7.76,8.75,6.32,9.15,15.47,-0.3762820512820511
2016,1,NE,24,2,Xavier,71,15,Weber St.,53,47.0,48.0,BE,22.52,117.1,94.6,71.9,8.16,108.2,100.0,10.1,4.0,Big East,28.0,6.0,80.5,70.4,10.15,8.43,12.97,5.6,18.58,0.1674063116370809,BSky,2.45,103.4,100.9,66.8,-5.67,103.3,109.0,0.1,2.7,Big Sky,26.0,9.0,76.1,67.0,9.09,-5.13,-2.48,2.66,0.18,0.1634615384615385
2016,1,SE,25,1,Virginia,81,16,Hampton,45,49.0,50.0,ACC,29.64,120.6,91.0,61.3,12.67,112.1,99.5,3.4,15.2,ACC,29.0,8.0,71.0,60.1,10.92,11.12,4.12,17.92,22.04,-0.4447496947496948,MEAC,-7.4,99.8,107.2,71.2,-9.75,98.9,108.7,-1.2,-4.5,MEAC,21.0,11.0,73.8,74.1,-0.22,-8.45,-1.41,-7.34,-8.74,0.3512820512820513
2016,1,SE,26,8,Texas Tech,61,9,Butler,71,51.0,52.0,B12,13.78,113.2,99.4,66.0,10.66,110.4,99.7,2.8,5.1,Big 12,19.0,13.0,72.0,69.9,2.16,10.25,5.06,7.35,12.41,0.0668498168498169,BE,17.27,118.0,100.7,67.9,8.1,108.5,100.4,8.6,3.5,Big East,22.0,11.0,79.9,71.0,8.91,7.55,11.28,5.18,16.46,0.6394230769230769
2016,1,SE,27,5,Purdue,83,12,Little Rock,85,53.0,54.0,B10,23.85,116.9,93.1,67.9,7.43,109.1,101.7,7.7,8.2,Big Ten,26.0,9.0,77.9,65.2,12.71,7.46,10.01,10.16,20.17,-0.4294871794871794,SB,13.24,109.2,96.0,63.4,-0.77,104.2,104.9,-1.6,9.7,Sun Belt,30.0,5.0,71.1,60.8,10.23,-1.76,-3.25,10.37,7.12,0.2740384615384615
2016,1,SE,28,4,Iowa St.,94,13,Iona,81,55.0,56.0,B12,20.95,121.2,100.3,71.2,12.05,110.2,98.1,12.3,0.5,Big 12,23.0,12.0,81.8,75.0,6.77,10.16,15.69,1.24,16.93,-0.168123543123543,MAAC,7.13,110.5,103.4,71.9,-1.78,103.7,105.5,6.9,-2.7,MAAC,22.0,11.0,79.6,74.3,5.36,-1.78,6.73,-3.15,3.59,-0.1874999999999999
2016,1,SE,29,6,Seton Hall,52,11,Gonzaga,68,57.0,58.0,BE,18.27,111.1,92.9,69.7,8.55,108.5,100.0,4.7,6.2,Big East,25.0,9.0,74.2,67.8,6.38,8.28,6.27,8.39,14.66,0.13003663003663,WCC,20.82,116.3,95.5,67.3,3.51,107.3,103.8,6.4,6.1,WCC,28.0,8.0,78.9,65.6,13.33,4.23,8.08,8.84,16.92,0.262051282051282
2016,1,SE,30,3,Utah,80,14,Fresno St.,69,59.0,60.0,P12,16.79,115.6,98.8,65.3,9.79,109.8,100.0,6.3,3.9,Pac-12,27.0,9.0,77.2,69.5,7.67,8.79,7.81,7.69,15.5,0.1734775641025641,MWC,6.63,107.4,100.8,69.0,1.65,105.3,103.7,1.7,0.8,Mountain West,25.0,10.0,75.1,70.7,4.43,2.24,3.14,2.13,5.27,-0.1153846153846153
2016,1,SE,31,7,Dayton,51,10,Syracuse,70,61.0,62.0,A10,12.63,106.6,94.0,67.8,3.89,107.3,103.4,1.6,7.4,A-10,25.0,8.0,72.5,65.9,6.58,4.76,2.28,9.06,11.34,-0.1451048951048951,ACC,18.57,112.7,94.1,65.0,10.21,110.9,100.7,1.5,9.5,ACC,23.0,14.0,70.0,65.1,4.86,9.75,2.69,11.93,14.62,0.3839522546419098
2016,1,SE,32,2,Michigan St.,81,15,Middle Tennessee,90,63.0,64.0,B10,27.97,123.4,95.5,66.5,7.19,107.5,100.3,10.5,8.1,Big Ten,29.0,6.0,79.8,64.1,15.66,6.94,12.25,10.34,22.59,0.3996394230769231,CUSA,4.76,104.6,99.9,67.6,-0.58,105.5,106.1,-2.1,3.4,CUSA,25.0,10.0,72.5,68.9,3.69,-0.7,-1.76,4.42,2.66,0.3128205128205129
2016,2,NW,33,1,Kansas,73,9,Connecticut,61,1.0,4.0,B12,29.67,120.0,90.4,69.0,12.61,111.4,98.8,11.8,6.6,Big 12,33.0,5.0,81.3,67.6,13.66,11.22,14.28,9.59,23.87,0.0037112010796221,Amer,18.71,111.9,93.2,65.9,6.17,107.6,101.4,4.4,9.1,American,25.0,11.0,73.1,63.5,9.61,6.28,4.41,11.48,15.89,0.4484508547008548
2016,2,NW,34,5,Maryland,73,13,Hawaii,60,5.0,8.0,B10,20.25,116.2,95.9,67.4,8.6,109.2,100.6,6.3,7.0,Big Ten,27.0,9.0,75.7,66.7,9.03,8.31,7.96,8.76,16.71,0.1622073578595318,BW,12.16,108.2,96.1,70.6,-2.32,102.5,104.9,2.3,0.5,Big West,28.0,6.0,77.1,66.7,10.38,-1.04,4.61,4.42,9.03,-0.1442307692307692
2016,2,NW,35,3,Miami FL,65,11,Wichita St.,57,11.0,10.0,ACC,22.44,119.4,96.9,65.9,11.67,111.6,99.9,6.7,6.8,ACC,27.0,8.0,75.2,67.4,7.83,10.69,8.72,9.8,18.52,0.1398601398601399,MVC,22.53,111.3,88.7,66.0,3.61,104.8,101.2,3.3,11.1,MVC,26.0,9.0,72.4,59.0,13.4,4.24,4.0,13.39,17.39,0.0751748251748251
2016,2,NW,36,2,Villanova,87,7,Iowa,68,15.0,13.0,BE,32.01,122.8,90.8,66.0,10.74,110.5,99.7,8.9,11.0,Big East,35.0,5.0,78.0,63.6,14.38,9.71,9.92,14.17,24.08,0.2202564102564102,B10,20.24,116.1,95.9,68.8,9.12,110.2,101.1,7.4,5.5,Big Ten,22.0,11.0,77.6,69.3,8.3,8.71,9.8,7.21,17.01,-0.1903846153846153
2016,2,SW,37,1,Oregon,69,8,Saint Joseph's,64,17.0,19.0,P12,22.68,119.1,96.4,68.1,9.06,109.0,100.0,8.3,4.7,Pac-12,31.0,7.0,78.7,68.8,9.89,8.64,10.14,7.91,18.05,0.4063116370808679,A10,15.37,114.3,98.9,70.2,4.66,107.0,102.3,6.5,2.2,A-10,28.0,8.0,77.2,70.1,7.17,4.93,8.31,3.78,12.1,-0.141826923076923
2016,2,SW,38,4,Duke,71,12,Yale,64,23.0,22.0,ACC,21.87,121.9,100.0,67.7,11.23,112.0,100.7,12.1,3.5,ACC,25.0,11.0,81.1,72.5,8.64,10.59,13.71,5.52,19.23,0.24012474012474,Ivy,14.33,110.4,96.0,66.0,-0.85,105.5,106.4,2.4,8.1,Ivy,23.0,7.0,74.9,63.8,11.13,-1.03,0.55,8.53,9.08,-0.0112179487179486
2016,2,SW,39,3,Texas A&M,92,11,Northern Iowa,88,27.0,26.0,SEC,21.26,113.8,92.5,67.1,8.48,109.6,101.1,5.5,7.5,SEC,28.0,9.0,76.4,66.4,10.0,8.45,7.66,10.8,18.45,-0.0134032634032633,MVC,11.13,109.6,98.5,62.9,4.8,106.1,101.3,-1.5,7.5,MVC,23.0,13.0,68.8,64.0,4.78,4.44,-1.06,9.84,8.78,0.0769230769230769
2016,2,SW,40,2,Oklahoma,85,10,VCU,81,31.0,30.0,B12,23.78,117.9,94.1,69.8,13.05,111.5,98.5,10.1,4.8,Big 12,29.0,8.0,79.7,71.1,8.62,11.14,12.91,6.85,19.76,-0.246565934065934,A10,17.07,112.1,95.0,69.6,3.82,107.3,103.5,5.6,5.0,A-10,25.0,11.0,77.3,67.8,9.47,4.35,7.19,6.64,13.83,-0.1008547008547008
2016,2,NE,41,1,North Carolina,85,9,Providence,66,33.0,36.0,ACC,29.82,124.4,94.6,70.5,11.45,111.7,100.2,13.8,4.8,ACC,33.0,7.0,82.8,70.0,12.75,10.69,16.74,6.7,23.44,0.3996336996336996,BE,14.49,110.0,95.5,68.4,8.93,109.5,100.6,3.8,3.6,Big East,24.0,11.0,73.6,70.1,3.49,8.46,5.04,6.9,11.94,-0.0093688362919131
2016,2,NE,42,4,Kentucky,67,5,Indiana,73,39.0,37.0,SEC,25.14,121.8,96.6,67.4,8.37,108.6,100.3,9.8,6.4,SEC,27.0,9.0,79.5,68.1,11.39,8.84,11.92,8.31,20.23,0.4374514374514373,B10,23.05,121.7,98.7,68.2,6.4,108.8,102.4,11.5,4.3,Big Ten,27.0,8.0,82.6,69.9,12.69,6.9,13.68,5.91,19.59,-0.0804843304843304
2016,2,NE,43,6,Notre Dame,76,14,Stephen F. Austin,75,41.0,44.0,ACC,16.6,120.6,104.0,64.6,10.75,111.3,100.5,6.6,4.4,ACC,24.0,12.0,75.1,70.6,4.53,9.57,7.63,6.47,14.1,-0.066464237516869,Slnd,15.62,112.2,96.6,67.3,-5.88,102.7,108.6,3.1,6.5,Southland,28.0,6.0,80.2,63.3,16.91,-5.47,2.91,6.32,9.23,0.1102564102564103
2016,2,NE,44,2,Xavier,63,7,Wisconsin,66,47.0,45.0,BE,22.52,117.1,94.6,71.9,8.16,108.2,100.0,10.1,4.0,Big East,28.0,6.0,80.5,70.4,10.15,8.43,12.97,5.6,18.58,0.1674063116370809,B10,16.55,110.1,93.6,63.3,9.57,110.3,100.7,-0.6,10.3,Big Ten,22.0,13.0,67.8,63.8,4.0,9.4,-0.13,13.53,13.4,0.1951282051282051
2016,2,SE,45,1,Virginia,77,9,Butler,69,49.0,52.0,ACC,29.64,120.6,91.0,61.3,12.67,112.1,99.5,3.4,15.2,ACC,29.0,8.0,71.0,60.1,10.92,11.12,4.12,17.92,22.04,-0.4447496947496948,BE,17.27,118.0,100.7,67.9,8.1,108.5,100.4,8.6,3.5,Big East,22.0,11.0,79.9,71.0,8.91,7.55,11.28,5.18,16.46,0.6394230769230769
2016,2,SE,46,4,Iowa St.,78,12,Little Rock,61,55.0,54.0,B12,20.95,121.2,100.3,71.2,12.05,110.2,98.1,12.3,0.5,Big 12,23.0,12.0,81.8,75.0,6.77,10.16,15.69,1.24,16.93,-0.168123543123543,SB,13.24,109.2,96.0,63.4,-0.77,104.2,104.9,-1.6,9.7,Sun Belt,30.0,5.0,71.1,60.8,10.23,-1.76,-3.25,10.37,7.12,0.2740384615384615
2016,2,SE,47,3,Utah,59,11,Gonzaga,82,59.0,58.0,P12,16.79,115.6,98.8,65.3,9.79,109.8,100.0,6.3,3.9,Pac-12,27.0,9.0,77.2,69.5,7.67,8.79,7.81,7.69,15.5,0.1734775641025641,WCC,20.82,116.3,95.5,67.3,3.51,107.3,103.8,6.4,6.1,WCC,28.0,8.0,78.9,65.6,13.33,4.23,8.08,8.84,16.92,0.262051282051282
2016,2,SE,48,10,Syracuse,75,15,Middle Tennessee,50,62.0,64.0,ACC,18.57,112.7,94.1,65.0,10.21,110.9,100.7,1.5,9.5,ACC,23.0,14.0,70.0,65.1,4.86,9.75,2.69,11.93,14.62,0.3839522546419098,CUSA,4.76,104.6,99.9,67.6,-0.58,105.5,106.1,-2.1,3.4,CUSA,25.0,10.0,72.5,68.9,3.69,-0.7,-1.76,4.42,2.66,0.3128205128205129
2016,3,NW,49,1,Kansas,79,5,Maryland,63,1.0,5.0,B12,29.67,120.0,90.4,69.0,12.61,111.4,98.8,11.8,6.6,Big 12,33.0,5.0,81.3,67.6,13.66,11.22,14.28,9.59,23.87,0.0037112010796221,B10,20.25,116.2,95.9,67.4,8.6,109.2,100.6,6.3,7.0,Big Ten,27.0,9.0,75.7,66.7,9.03,8.31,7.96,8.76,16.71,0.1622073578595318
2016,3,NW,50,2,Villanova,92,3,Miami FL,69,15.0,11.0,BE,32.01,122.8,90.8,66.0,10.74,110.5,99.7,8.9,11.0,Big East,35.0,5.0,78.0,63.6,14.38,9.71,9.92,14.17,24.08,0.2202564102564102,ACC,22.44,119.4,96.9,65.9,11.67,111.6,99.9,6.7,6.8,ACC,27.0,8.0,75.2,67.4,7.83,10.69,8.72,9.8,18.52,0.1398601398601399
2016,3,SW,51,1,Oregon,82,4,Duke,68,17.0,23.0,P12,22.68,119.1,96.4,68.1,9.06,109.0,100.0,8.3,4.7,Pac-12,31.0,7.0,78.7,68.8,9.89,8.64,10.14,7.91,18.05,0.4063116370808679,ACC,21.87,121.9,100.0,67.7,11.23,112.0,100.7,12.1,3.5,ACC,25.0,11.0,81.1,72.5,8.64,10.59,13.71,5.52,19.23,0.24012474012474
2016,3,SW,52,2,Oklahoma,77,3,Texas A&M,63,31.0,27.0,B12,23.78,117.9,94.1,69.8,13.05,111.5,98.5,10.1,4.8,Big 12,29.0,8.0,79.7,71.1,8.62,11.14,12.91,6.85,19.76,-0.246565934065934,SEC,21.26,113.8,92.5,67.1,8.48,109.6,101.1,5.5,7.5,SEC,28.0,9.0,76.4,66.4,10.0,8.45,7.66,10.8,18.45,-0.0134032634032633
2016,3,NE,53,1,North Carolina,101,5,Indiana,86,33.0,37.0,ACC,29.82,124.4,94.6,70.5,11.45,111.7,100.2,13.8,4.8,ACC,33.0,7.0,82.8,70.0,12.75,10.69,16.74,6.7,23.44,0.3996336996336996,B10,23.05,121.7,98.7,68.2,6.4,108.8,102.4,11.5,4.3,Big Ten,27.0,8.0,82.6,69.9,12.69,6.9,13.68,5.91,19.59,-0.0804843304843304
2016,3,NE,54,6,Notre Dame,61,7,Wisconsin,56,41.0,45.0,ACC,16.6,120.6,104.0,64.6,10.75,111.3,100.5,6.6,4.4,ACC,24.0,12.0,75.1,70.6,4.53,9.57,7.63,6.47,14.1,-0.066464237516869,B10,16.55,110.1,93.6,63.3,9.57,110.3,100.7,-0.6,10.3,Big Ten,22.0,13.0,67.8,63.8,4.0,9.4,-0.13,13.53,13.4,0.1951282051282051
2016,3,SE,55,1,Virginia,84,4,Iowa St.,71,49.0,55.0,ACC,29.64,120.6,91.0,61.3,12.67,112.1,99.5,3.4,15.2,ACC,29.0,8.0,71.0,60.1,10.92,11.12,4.12,17.92,22.04,-0.4447496947496948,B12,20.95,121.2,100.3,71.2,12.05,110.2,98.1,12.3,0.5,Big 12,23.0,12.0,81.8,75.0,6.77,10.16,15.69,1.24,16.93,-0.168123543123543
2016,3,SE,56,10,Syracuse,63,11,Gonzaga,60,62.0,58.0,ACC,18.57,112.7,94.1,65.0,10.21,110.9,100.7,1.5,9.5,ACC,23.0,14.0,70.0,65.1,4.86,9.75,2.69,11.93,14.62,0.3839522546419098,WCC,20.82,116.3,95.5,67.3,3.51,107.3,103.8,6.4,6.1,WCC,28.0,8.0,78.9,65.6,13.33,4.23,8.08,8.84,16.92,0.262051282051282
2016,4,NW,57,1,Kansas,59,2,Villanova,64,1.0,15.0,B12,29.67,120.0,90.4,69.0,12.61,111.4,98.8,11.8,6.6,Big 12,33.0,5.0,81.3,67.6,13.66,11.22,14.28,9.59,23.87,0.0037112010796221,BE,32.01,122.8,90.8,66.0,10.74,110.5,99.7,8.9,11.0,Big East,35.0,5.0,78.0,63.6,14.38,9.71,9.92,14.17,24.08,0.2202564102564102
2016,4,SW,58,1,Oregon,68,2,Oklahoma,80,17.0,31.0,P12,22.68,119.1,96.4,68.1,9.06,109.0,100.0,8.3,4.7,Pac-12,31.0,7.0,78.7,68.8,9.89,8.64,10.14,7.91,18.05,0.4063116370808679,B12,23.78,117.9,94.1,69.8,13.05,111.5,98.5,10.1,4.8,Big 12,29.0,8.0,79.7,71.1,8.62,11.14,12.91,6.85,19.76,-0.246565934065934
2016,4,NE,59,1,North Carolina,88,6,Notre Dame,74,33.0,41.0,ACC,29.82,124.4,94.6,70.5,11.45,111.7,100.2,13.8,4.8,ACC,33.0,7.0,82.8,70.0,12.75,10.69,16.74,6.7,23.44,0.3996336996336996,ACC,16.6,120.6,104.0,64.6,10.75,111.3,100.5,6.6,4.4,ACC,24.0,12.0,75.1,70.6,4.53,9.57,7.63,6.47,14.1,-0.066464237516869
2016,4,SE,60,1,Virginia,62,10,Syracuse,68,49.0,62.0,ACC,29.64,120.6,91.0,61.3,12.67,112.1,99.5,3.4,15.2,ACC,29.0,8.0,71.0,60.1,10.92,11.12,4.12,17.92,22.04,-0.4447496947496948,ACC,18.57,112.7,94.1,65.0,10.21,110.9,100.7,1.5,9.5,ACC,23.0,14.0,70.0,65.1,4.86,9.75,2.69,11.93,14.62,0.3839522546419098
2016,5,F4,61,2,Villanova,95,2,Oklahoma,51,15.0,31.0,BE,32.01,122.8,90.8,66.0,10.74,110.5,99.7,8.9,11.0,Big East,35.0,5.0,78.0,63.6,14.38,9.71,9.92,14.17,24.08,0.2202564102564102,B12,23.78,117.9,94.1,69.8,13.05,111.5,98.5,10.1,4.8,Big 12,29.0,8.0,79.7,71.1,8.62,11.14,12.91,6.85,19.76,-0.246565934065934
2016,5,F4,62,1,North Carolina,83,10,Syracuse,66,33.0,62.0,ACC,29.82,124.4,94.6,70.5,11.45,111.7,100.2,13.8,4.8,ACC,33.0,7.0,82.8,70.0,12.75,10.69,16.74,6.7,23.44,0.3996336996336996,ACC,18.57,112.7,94.1,65.0,10.21,110.9,100.7,1.5,9.5,ACC,23.0,14.0,70.0,65.1,4.86,9.75,2.69,11.93,14.62,0.3839522546419098
2016,6,Champ,63,1,North Carolina,74,2,Villanova,77,33.0,15.0,ACC,29.82,124.4,94.6,70.5,11.45,111.7,100.2,13.8,4.8,ACC,33.0,7.0,82.8,70.0,12.75,10.69,16.74,6.7,23.44,0.3996336996336996,BE,32.01,122.8,90.8,66.0,10.74,110.5,99.7,8.9,11.0,Big East,35.0,5.0,78.0,63.6,14.38,9.71,9.92,14.17,24.08,0.2202564102564102
2017,0,PI,-4,16,Mount St. Mary's,67,16,New Orleans,66,2.0,65.0,NEC,-3.86,99.5,103.4,66.8,-4.49,102.0,106.5,-3.3,1.4,NEC,20.0,16.0,67.9,68.7,-0.78,-3.51,-6.3,2.02,-4.29,0.4871794871794872,Slnd,-0.52,101.3,101.8,66.2,-5.29,102.3,107.6,-2.7,0.3,Southland,20.0,12.0,72.8,69.2,3.63,-5.34,-5.53,1.43,-4.1,-0.3397435897435897
2017,0,PI,-3,11,USC,75,11,Providence,71,10.0,65.0,P12,13.45,114.2,100.7,68.7,5.49,108.8,103.3,6.2,1.6,Pac-12,26.0,10.0,78.2,73.1,5.08,6.4,8.07,3.41,11.48,-0.0934065934065934,BE,12.43,108.5,96.0,66.2,7.9,109.1,101.2,2.8,5.4,Big East,20.0,13.0,70.3,66.9,3.39,7.84,1.51,9.73,11.24,-0.0093688362919131
2017,0,PI,-2,16,UC Davis,67,16,North Carolina Central,63,34.0,65.0,BW,-4.41,97.8,102.2,68.9,-5.31,100.8,106.1,-3.4,0.5,Big West,23.0,13.0,70.1,69.6,0.53,-4.68,-4.89,-0.32,-5.21,0.9871794871794872,MEAC,0.36,102.2,101.9,66.7,-12.44,97.7,110.1,-0.7,2.0,MEAC,25.0,9.0,74.8,63.5,11.26,-12.12,-5.59,2.41,-3.18,-0.1538461538461538
2017,0,PI,-1,11,Kansas St.,95,11,Wake Forest,88,58.0,65.0,B12,17.44,113.0,95.6,66.2,11.56,110.6,99.0,5.1,5.1,Big 12,21.0,14.0,72.1,67.8,4.31,10.48,4.38,10.42,14.8,0.016025641025641,ACC,16.25,120.9,104.7,70.7,10.54,111.1,100.6,10.1,0.7,ACC,19.0,14.0,82.8,78.4,4.39,9.8,14.95,-0.76,14.19,-0.3699633699633699
2017,1,NW,1,1,Villanova,76,16,Mount St. Mary's,56,1.0,2.0,BE,29.88,122.4,92.5,64.1,9.33,109.8,100.5,11.9,8.4,Big East,32.0,4.0,77.2,62.7,14.53,9.28,9.2,14.61,23.8,0.2202564102564102,NEC,-3.86,99.5,103.4,66.8,-4.49,102.0,106.5,-3.3,1.4,NEC,20.0,16.0,67.9,68.7,-0.78,-3.51,-6.3,2.02,-4.29,0.4871794871794872
2017,1,NW,2,8,Wisconsin,84,9,Virginia Tech,74,3.0,4.0,B10,22.99,115.1,92.1,63.4,10.0,110.6,100.6,6.7,8.3,Big Ten,27.0,10.0,72.4,62.4,10.0,9.4,3.85,15.56,19.4,0.1951282051282051,ACC,13.8,117.3,103.5,68.4,8.23,110.0,101.7,7.8,1.0,ACC,22.0,11.0,79.1,74.7,4.39,8.38,10.14,2.63,12.77,-0.358974358974359
2017,1,NW,3,5,Virginia,76,12,UNC Wilmington,71,5.0,6.0,ACC,24.29,112.2,88.0,59.2,11.68,111.5,99.8,5.8,11.4,ACC,23.0,11.0,66.1,56.4,9.71,10.93,-1.49,22.12,20.63,-0.4447496947496948,CAA,12.46,118.0,105.5,70.3,0.4,105.1,104.7,8.0,-0.4,CAA,29.0,6.0,84.8,75.0,9.8,-0.55,10.95,-2.89,8.06,-0.2216117216117215
2017,1,NW,4,4,Florida,80,13,East Tennessee St.,65,7.0,8.0,SEC,27.5,116.9,89.5,69.0,12.46,110.3,97.8,8.5,9.6,SEC,27.0,9.0,77.9,66.5,11.39,11.01,11.36,11.04,22.4,0.5085470085470086,SC,11.1,108.0,96.9,70.1,-1.17,105.4,106.6,2.4,3.7,Southern,27.0,8.0,79.5,69.7,9.83,-2.11,4.41,2.91,7.31,-0.069088319088319
2017,1,NW,5,6,SMU,65,11,USC,66,9.0,10.0,Amer,24.73,119.8,95.0,63.5,3.25,105.3,102.1,10.3,5.2,American,30.0,5.0,74.3,60.0,14.26,4.45,5.83,12.88,18.71,-0.532051282051282,P12,13.45,114.2,100.7,68.7,5.49,108.8,103.3,6.2,1.6,Pac-12,26.0,10.0,78.2,73.1,5.08,6.4,8.07,3.41,11.48,-0.0934065934065934
2017,1,NW,6,3,Baylor,91,14,New Mexico St.,73,11.0,12.0,B12,24.23,117.1,92.9,63.7,13.08,111.7,98.6,7.9,7.1,Big 12,27.0,8.0,72.9,63.7,9.2,11.87,4.89,14.86,19.75,-0.2539447731755423,WAC,7.89,110.5,102.6,67.9,-4.52,101.0,105.6,3.0,0.8,WAC,28.0,6.0,78.8,67.9,10.82,-3.82,2.84,1.83,4.66,-0.189102564102564
2017,1,NW,7,7,South Carolina,93,10,Marquette,73,13.0,14.0,SEC,20.8,108.9,88.1,68.6,10.63,110.2,99.5,2.0,9.4,SEC,26.0,11.0,73.2,65.2,7.92,10.16,5.2,12.32,17.52,-0.5106837606837605,BE,16.58,120.8,104.2,70.1,9.03,109.1,100.1,9.8,1.0,Big East,19.0,13.0,82.2,75.6,6.66,8.6,14.48,0.78,15.26,-0.2941970310391362
2017,1,NW,8,2,Duke,87,15,Troy,65,15.0,16.0,ACC,24.17,121.0,96.8,68.3,11.43,111.0,99.6,11.8,5.9,ACC,28.0,9.0,80.8,70.2,10.65,10.91,13.15,8.41,21.56,0.24012474012474,SB,2.04,109.7,107.6,68.1,-2.86,102.4,105.3,3.4,-1.4,Sun Belt,22.0,15.0,78.1,72.1,6.0,-3.36,1.96,-2.43,-0.47,-0.1282051282051281
2017,1,SW,9,1,Gonzaga,66,16,San Diego St.,46,17.0,18.0,WCC,32.05,118.4,86.3,70.1,2.99,106.2,103.3,10.8,9.5,WCC,37.0,2.0,82.6,61.5,21.13,4.13,12.79,12.47,25.26,0.262051282051282,MWC,8.99,104.0,95.1,64.9,0.95,104.5,103.6,-0.7,5.6,Mountain West,19.0,14.0,68.5,62.5,5.94,1.47,-3.94,10.82,6.88,-0.117094017094017
2017,1,SW,10,8,Northwestern,68,9,Vanderbilt,66,19.0,20.0,B10,15.81,111.3,95.5,65.6,8.32,109.0,100.7,3.6,5.8,Big Ten,24.0,12.0,71.1,65.5,5.58,8.43,2.9,11.12,14.02,-0.0576923076923076,SEC,16.53,112.4,95.9,65.8,11.43,110.1,98.7,5.5,4.7,SEC,19.0,16.0,71.1,68.1,2.97,10.72,3.95,9.75,13.69,-0.2916666666666666
2017,1,SW,11,5,Notre Dame,60,12,Princeton,58,21.0,22.0,ACC,19.74,118.1,98.4,67.0,10.24,110.1,99.8,9.8,4.1,ACC,26.0,10.0,77.3,69.3,8.03,9.78,10.0,7.81,17.81,-0.066464237516869,Ivy,12.61,109.0,96.4,63.2,-1.08,103.9,105.0,3.9,4.4,Ivy,23.0,7.0,71.6,61.4,10.2,-1.84,-3.08,9.65,6.57,-0.0459401709401708
2017,1,SW,12,4,West Virginia,86,13,Bucknell,80,23.0,24.0,B12,27.17,116.5,89.4,69.9,10.84,110.1,99.2,8.2,9.4,Big 12,28.0,9.0,81.5,66.7,14.78,9.67,14.63,9.83,24.45,0.1542022792022792,Pat,9.38,109.7,100.3,70.0,-3.62,101.4,105.0,2.8,2.4,Patriot,26.0,9.0,76.3,67.9,8.37,-2.48,4.04,1.85,5.89,-0.0056089743589743
